Date,City,State,Position,Shape,Duration,Summary,DayOfYear,DayOfWeek,WeekNum
42098.64306,"Entity[""City"", {""Lakin"", ""Kansas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Kansas"", ""UnitedStates""}]","GeoPosition[{37.9397226, -101.2587137}]","Missing[""NotAvailable""]","Quantity[3, ""Seconds""]","Large silver object southeast bound at approximately 29,000 ft Mean Sea Level.",94,7,14
42098.78125,"Entity[""City"", {""NorthLiberty"", ""Iowa"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Iowa"", ""UnitedStates""}]","GeoPosition[{41.7443697, -91.6145082}]",light,"Quantity[90, ""Seconds""]",Bright flying object. no sound. bright flash.,94,7,14
42098.85208,"Entity[""City"", {""Sunnyvale"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.3857838, -122.026323}]","Missing[""NotAvailable""]","Quantity[20, ""Minutes""]",2 red lights blinking w/long white tail.,94,7,14
42098.86458,"Entity[""City"", {""Victoria"", ""BritishColumbia"", ""Canada""}]","Entity[""AdministrativeDivision"", {""BritishColumbia"", ""Canada""}]","GeoPosition[{48.43, -123.37}]",oval,"Quantity[1, ""Seconds""]","Orange orb appears over Victoria, BC.",94,7,14
42098.86458,"Entity[""City"", {""Waynesburg"", ""Pennsylvania"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pennsylvania"", ""UnitedStates""}]","GeoPosition[{39.898293699999996, -80.1855816}]",other,"Quantity[2, ""Minutes""]",YELLOW STAR LOOKING OBJECT MOVING ACROSS SKY FROM EAST TO WEST,94,7,14
42098.875,"Entity[""City"", {""Attleboro"", ""Massachusetts"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Massachusetts"", ""UnitedStates""}]","GeoPosition[{41.9316531, -71.2945028}]",fireball,"Quantity[10, ""Minutes""]",Silent firey orange spheres moving erratically and pulsating erratically,94,7,14
42098.96875,"Entity[""City"", {""MedicineHat"", ""Alberta"", ""Canada""}]","Entity[""AdministrativeDivision"", {""Alberta"", ""Canada""}]","GeoPosition[{50.04, -110.69}]",fireball,"Quantity[60, ""Seconds""]",Two Round Reddish Orange Glowing Balls Seen Flying Over City.,94,7,14
42098.98611,"Entity[""City"", {""TerreHaute"", ""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","GeoPosition[{39.4655419, -87.3759244}]",light,"Quantity[10, ""Seconds""]","While watching TV, both of us noticed something airborne came over the house with lights bright enough to grab our attention on a very",94,7,14
42099.04167,"Entity[""City"", {""MountPocono"", ""Pennsylvania"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pennsylvania"", ""UnitedStates""}]","GeoPosition[{41.1224932, -75.3577682}]",changing,"Quantity[4, ""Hours""]",Appeared as stars until they started coming towards me and I think I fell asleep don't recall the pics or video.,95,1,15
42099.75,"Entity[""City"", {""Tampa"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{27.9700861, -82.4796734}]",light,"Quantity[1, ""Minutes""]","Red and cobalt blue pulsing light seen moving quickly across sky above Gandy Bridge, Flying southeast toward MacDill AFB.",95,1,15
42099.84375,"Entity[""City"", {""ElPaso"", ""Texas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Texas"", ""UnitedStates""}]","GeoPosition[{31.8483598, -106.426979}]",circle,"Quantity[2, ""Seconds""]","Bright Spheres Of Light Observed Flying Formation in Access of 2,500 mph",95,1,15
42099.84722,"Entity[""City"", {""Parma"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{41.3834992, -81.728534}]",triangle,"Quantity[4, ""Minutes""]",Red balls of light in the sky,95,1,15
42099.875,"Entity[""City"", {""Glendale"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.5331113, -112.1899006}]",oval,"Quantity[2, ""Minutes""]","1 object sighted, 9 pm 4/6/2015 Glendale, Arizona",95,1,15
42100.04167,"Entity[""City"", {""LadyLake"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{28.924414, -81.9298263}]",circle,"Quantity[1, ""Minutes""]",Strange blue light circle shaped object flew across Florida sky in a bizzare pattern.,96,2,15
42100.84861,"Entity[""City"", {""Etna"", ""Pennsylvania"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pennsylvania"", ""UnitedStates""}]","GeoPosition[{40.495157, -79.949633}]",sphere,"Quantity[2, ""Minutes""]",8:22 pm saw one orange ball moving across evening sky -northwest direction; saw same object about 3 weeks ago heading same direction at,96,2,15
42100.86458,"Entity[""City"", {""CaveCreek"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.8362048, -111.9821914}]",fireball,"Quantity[5, ""Seconds""]",Bright Light Streaked Across Sky Moving North East,96,2,15
42100.86458,"Entity[""City"", {""GloucesterCourthouse"", ""Virginia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Virginia"", ""UnitedStates""}]","GeoPosition[{37.4035413, -76.5235051}]",light,"Quantity[45, ""Seconds""]",Light sighting.,96,2,15
42100.875,"Entity[""City"", {""Ellensburg"", ""Washington"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Washington"", ""UnitedStates""}]","GeoPosition[{47.0011679, -120.5495877}]",triangle,"Quantity[5, ""Seconds""]","Large, silent, light-absorbing black triangle seen slowly propelling parallel to the ground in Ellensburg, WA.",96,2,15
42101.04861,"Entity[""City"", {""Glouster"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{39.5022947, -82.0840832}]",triangle,"Quantity[15, ""Minutes""]",3 lights in a triangle shape over a few houses,97,3,15
42101.125,"Entity[""City"", {""Eugene"", ""Oregon"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oregon"", ""UnitedStates""}]","GeoPosition[{44.0567484, -123.1162068}]",fireball,"Quantity[30, ""Minutes""]",Fireball ufo's.,97,3,15
42101.39583,"Entity[""City"", {""Cheshire"", ""Massachusetts"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Massachusetts"", ""UnitedStates""}]","GeoPosition[{42.558652, -73.158347}]",light,"Quantity[10, ""Minutes""]",two bright lights merging then disappeared over herizon,97,3,15
42101.86458,"Entity[""City"", {""Newark"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{40.0697323, -82.4249247}]",circle,"Quantity[15, ""Minutes""]",Bright Red Circular Light,97,3,15
42101.86806,"Entity[""City"", {""PalmSprings"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.8008982, -116.5379926}]",triangle,"Quantity[10, ""Seconds""]","Sighting above Palm Springs, California!",97,3,15
42101.92361,"Entity[""City"", {""Charleston"", ""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","GeoPosition[{32.8179219, -79.9589267}]",sphere,"Missing[""NoInput""]",We saw single orange ball of light moving slowly with no sound in night sky.,97,3,15
42102.04167,"Entity[""City"", {""Hedgesville"", ""WestVirginia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""WestVirginia"", ""UnitedStates""}]","GeoPosition[{39.5544296, -77.9944835}]","Missing[""NotAvailable""]","Quantity[4, ""Weeks""]","It was sometime after midnight on 04/09/15, when I was woken by a noise coming from my dining room.",98,4,15
42102.83333,"Entity[""City"", {""QueenCreek"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.2411825, -111.6402834}]",other,"Quantity[1, ""Seconds""]","Possible sky quake in Queen Creek, AZ.",98,4,15
42102.93403,"Entity[""City"", {""Springville"", ""Utah"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Utah"", ""UnitedStates""}]","GeoPosition[{40.1631835, -111.6213916}]",flash,"Quantity[20, ""Minutes""]","((HOAX??)) Intermittent flashes of light in the sky grouped in three areas, moving generally southward.",98,4,15
42102.97917,"Entity[""City"", {""GrandePrairie"", ""Alberta"", ""Canada""}]","Entity[""AdministrativeDivision"", {""Alberta"", ""Canada""}]","GeoPosition[{55.18, -118.8}]","Missing[""NotAvailable""]","Quantity[3, ""Minutes""]",I pointed at this one spot that looked like 2 stars chasing each other.,98,4,15
42103.875,"Entity[""City"", {""SoddyDaisy"", ""Tennessee"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Tennessee"", ""UnitedStates""}]","GeoPosition[{35.261572, -85.1721217}]",triangle,"Quantity[3, ""Minutes""]",three white lights form a triangle,99,5,15
42103.88542,"Entity[""City"", {""Minnetonka"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{44.9325818, -93.4565491}]",circle,"Quantity[10, ""Minutes""]",Circular object stops then flys,99,5,15
42103.89097,"Entity[""City"", {""Jericho"", ""Vermont"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Vermont"", ""UnitedStates""}]","GeoPosition[{44.501827, -72.986531}]",other,"Quantity[5, ""Minutes""]",5-7 large orange glowing lights that lite up then disappear. But never break formation. Just floating in the night sky.,99,5,15
42103.89583,"Entity[""City"", {""NewCastle"", ""Pennsylvania"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pennsylvania"", ""UnitedStates""}]","GeoPosition[{40.9956167, -80.3458066}]",triangle,"Quantity[5, ""Seconds""]",Two small grey shapes flying in parallel formation; finished after 5 seconds.,99,5,15
42103.89931,"Entity[""City"", {""WhiteMarsh"", ""Maryland"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Maryland"", ""UnitedStates""}]","GeoPosition[{39.3815502, -76.4581927}]",fireball,"Quantity[5, ""Minutes""]",4 fire ball circular objects moving in groups of 2 flying in multible formations towards the stationary blimp over whitmarsh md.,99,5,15
42103.95556,"Entity[""City"", {""Frisco"", ""Texas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Texas"", ""UnitedStates""}]","GeoPosition[{33.1510284, -96.8192633}]",circle,"Quantity[5, ""Minutes""]","Bright orange/gold fire-like object hovering over greenbelt in Frisco, TX (Stewart Creek Estates)",99,5,15
42104.04167,"Entity[""City"", {""Jonesboro"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{37.4509585, -89.2668997}]",fireball,"Quantity[20, ""Seconds""]","Strange round green ball appeared in the night sky. Object moved in a horizontal position for 3 seconds, and then shot downwards.",100,6,15
42104.09514,"Entity[""City"", {""Canterbury"", ""NewHampshire"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewHampshire"", ""UnitedStates""}]","GeoPosition[{43.3525669, -71.5337648}]",light,"Quantity[3, ""Seconds""]",Orange light in the sky.,100,6,15
42104.41667,"Entity[""City"", {""Independence"", ""Missouri"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Missouri"", ""UnitedStates""}]","GeoPosition[{39.0852578, -94.3512918}]",circle,"Quantity[1, ""Hours""]","Bright ball of light East of Independence, Mo. ((NUFORC Note: Star or planet? PD))",100,6,15
42104.47917,"Entity[""City"", {""Collingswood"", ""NewJersey"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewJersey"", ""UnitedStates""}]","GeoPosition[{39.9152748, -75.0783915}]",light,"Quantity[15, ""Minutes""]","Several red lights moving toward the south/southwest, one by one over Collingswood, NJ",100,6,15
42104.625,"Entity[""City"", {""Blaine"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{45.1704972, -93.2060714}]",changing,"Quantity[1, ""Minutes""]",Several white orbs changing formation.,100,6,15
42104.64583,"Entity[""City"", {""Mercersburg"", ""Pennsylvania"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pennsylvania"", ""UnitedStates""}]","GeoPosition[{39.8318859, -77.9028902}]",oval,"Quantity[1, ""Hours""]","Bright oval shaped object hovering 25k+ feet over area for over an hour, not a weather balloon - had high gusty winds",100,6,15
42104.74653,"Entity[""City"", {""Mesquite"", ""Texas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Texas"", ""UnitedStates""}]","GeoPosition[{32.763903, -96.5924264}]",other,"Missing[""NoInput""]",Worm shaped object seen from ISS live stream,100,6,15
42104.75694,"Entity[""City"", {""Oxnard"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{34.2023461, -119.2046028}]",circle,"Quantity[1, ""Hours""]",White flashing light disc.,100,6,15
42104.79167,"Entity[""City"", {""CrystalLake"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{42.2325535, -88.3353312}]",diamond,"Quantity[20, ""Seconds""]","6 Diamond, faintly lit objects flying amongst each other.",100,6,15
42104.83333,"Entity[""City"", {""LagunaBeach"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.5429235, -117.7624658}]",oval,"Quantity[5, ""Minutes""]",Bright orange objects seen in the sky above south Laguna Beach on 4/11/2015.,100,6,15
42104.85694,"Entity[""City"", {""Anderson"", ""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","GeoPosition[{34.5211663, -82.6473257}]","Missing[""NotAvailable""]","Quantity[10, ""Minutes""]",The lights appeared to be a foot apart along a straight axis when the object passed beyond a tree line that is 300 yards away.,100,6,15
42104.86458,"Entity[""City"", {""FortBragg"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{39.4410694, -123.8036201}]","Missing[""NotAvailable""]","Quantity[15, ""Minutes""]","Two craft with white and red lights sighted over Fort Bragg, CA",100,6,15
42104.86806,"Entity[""City"", {""SantaFe"", ""NewMexico"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewMexico"", ""UnitedStates""}]","GeoPosition[{35.6660385, -105.9737205}]",fireball,"Quantity[1, ""Minutes""]",bright light turned green became larger and appeared to fall behind mountains.,100,6,15
42104.875,"Entity[""City"", {""FlaglerBeach"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{29.4739016, -81.131}]",light,"Quantity[1.5, ""Hours""]",This event should have been witnessed by hundreds in Flagler Beach/My guess is aircraft borne flares,100,6,15
42104.875,"Entity[""City"", {""Simpsonville"", ""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","GeoPosition[{34.7290336, -82.2575229}]",formation,"Quantity[8, ""Minutes""]",There were 3 lights spread out equally with major distance in between and weird blinking pattern of white (no other color) lights.,100,6,15
42104.875,"Entity[""City"", {""Simpsonville"", ""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","GeoPosition[{34.7290336, -82.2575229}]",triangle,"Quantity[2, ""Minutes""]",Triangular shaped craft with 3 white blinking lights on each end was slowly hovering in Simpsonville area,100,6,15
42104.88056,"Entity[""City"", {""Portland"", ""Oregon"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oregon"", ""UnitedStates""}]","GeoPosition[{45.5369506, -122.649971}]",fireball,"Quantity[2, ""Minutes""]","Was working late night security near Willamette river downtown. Saw six silent, slow moving red fireballs taking off. They moved slowly",100,6,15
42104.90625,"Entity[""City"", {""Charlotte"", ""NorthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NorthCarolina"", ""UnitedStates""}]","GeoPosition[{35.2087069, -80.8307389}]",triangle,"Quantity[5, ""Minutes""]",triangle shaped ufo seen in charlotte/huntersville are with only lights at points of triangle and made no sound.,100,6,15
42105.02083,"Entity[""City"", {""Emeryville"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.8388747, -122.2978564}]",sphere,"Quantity[3, ""Seconds""]",Strange lights in the sky twice in 20 hours.,101,7,15
42105.04167,"Entity[""City"", {""Suwanee"", ""Georgia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Georgia"", ""UnitedStates""}]","GeoPosition[{34.048632, -84.0664439}]",disk,"Quantity[5, ""Minutes""]","Lots of green lights that couldnt come from any humans or objects at all, then a possible ufo sighting.",101,7,15
